Node_ID,Timestamp,Data_Type,Data_Value,Encryption_Status,Access_Control_Level,Latency (ms),Energy_Consumption (mJ),Throughput (Mbps),Integrity_Verified
7611,2024-11-05 05:10:22.649443,Sensor_Data,596,Encrypted,Nurse,48.0,0.498,9.26,Verified
7612,2024-11-05 05:10:32.649443,Sensor_Data,388,Encrypted,Doctor,47.72,0.402,10.9,Verified
7613,2024-11-05 05:10:42.649443,Sensor_Data,795,Encrypted,Admin,36.36,0.679,7.37,Verified
7614,2024-11-05 05:10:52.649443,Medical_Record,283,Encrypted,Nurse,51.68,0.52,11.7,Verified
7615,2024-11-05 05:11:02.649443,Medical_Record,626,Encrypted,Doctor,72.9,0.543,12.07,Verified
7616,2024-11-05 05:11:12.649443,Sensor_Data,328,Not_Encrypted,Doctor,65.3,0.641,11.1,Verified
7617,2024-11-05 05:11:22.649443,Medical_Record,12,Encrypted,Nurse,49.84,0.377,10.76,Verified
7618,2024-11-05 05:11:32.649443,Sensor_Data,503,Encrypted,Nurse,42.26,0.527,8.58,Verified
7619,2024-11-05 05:11:42.649443,Sensor_Data,505,Not_Encrypted,Doctor,40.95,0.474,9.87,Verified
7620,2024-11-05 05:11:52.649443,Medical_Record,528,Encrypted,Doctor,50.18,0.729,11.46,Verified
7621,2024-11-05 05:12:02.649443,Sensor_Data,270,Not_Encrypted,Nurse,31.24,0.424,14.09,Verified
7622,2024-11-05 05:12:12.649443,Medical_Record,150,Not_Encrypted,Doctor,58.11,0.472,16.89,Verified
7623,2024-11-05 05:12:22.649443,Medical_Record,978,Encrypted,Nurse,56.97,0.485,12.52,Verified
7624,2024-11-05 05:12:32.649443,Medical_Record,260,Encrypted,Admin,48.12,0.446,8.29,Verified
7625,2024-11-05 05:12:42.649443,Sensor_Data,592,Encrypted,Doctor,45.53,0.466,11.11,Verified
7626,2024-11-05 05:12:52.649443,Sensor_Data,253,Not_Encrypted,Nurse,46.9,0.472,9.98,Verified
7627,2024-11-05 05:13:02.649443,Medical_Record,880,Not_Encrypted,Nurse,41.87,0.495,10.19,Verified
7628,2024-11-05 05:13:12.649443,Sensor_Data,825,Encrypted,Nurse,30.86,0.504,8.4,Verified
7629,2024-11-05 05:13:22.649443,Medical_Record,393,Not_Encrypted,Nurse,39.58,0.321,9.69,Verified
7630,2024-11-05 05:13:32.649443,Sensor_Data,669,Encrypted,Doctor,42.51,0.476,12.91,Verified
7631,2024-11-05 05:13:42.649443,Medical_Record,745,Not_Encrypted,Admin,53.43,0.51,9.86,Verified
7632,2024-11-05 05:13:52.649443,Sensor_Data,488,Encrypted,Admin,40.92,0.396,10.84,Corrupted
7633,2024-11-05 05:14:02.649443,Sensor_Data,971,Encrypted,Doctor,56.44,0.356,9.94,Verified
7634,2024-11-05 05:14:12.649443,Medical_Record,990,Not_Encrypted,Admin,51.65,0.332,10.24,Verified
7635,2024-11-05 05:14:22.649443,Sensor_Data,635,Not_Encrypted,Doctor,50.16,0.762,7.59,Verified
7636,2024-11-05 05:14:32.649443,Sensor_Data,460,Not_Encrypted,Admin,36.75,0.387,6.82,Verified
7637,2024-11-05 05:14:42.649443,Medical_Record,246,Not_Encrypted,Doctor,36.78,0.313,9.08,Verified
7638,2024-11-05 05:14:52.649443,Medical_Record,6,Not_Encrypted,Doctor,49.25,0.584,11.4,Verified
7639,2024-11-05 05:15:02.649443,Medical_Record,281,Not_Encrypted,Doctor,38.37,0.525,6.96,Verified
7640,2024-11-05 05:15:12.649443,Sensor_Data,499,Encrypted,Nurse,30.43,0.418,9.35,Verified
7641,2024-11-05 05:15:22.649443,Medical_Record,868,Not_Encrypted,Admin,46.54,0.406,9.2,Verified
7642,2024-11-05 05:15:32.649443,Medical_Record,523,Not_Encrypted,Admin,54.69,0.478,12.96,Verified
7643,2024-11-05 05:15:42.649443,Sensor_Data,87,Encrypted,Admin,46.76,0.627,9.55,Verified
7644,2024-11-05 05:15:52.649443,Medical_Record,6,Encrypted,Admin,47.87,0.397,9.73,Verified
7645,2024-11-05 05:16:02.649443,Sensor_Data,208,Not_Encrypted,Admin,56.65,0.498,7.81,Verified
7646,2024-11-05 05:16:12.649443,Medical_Record,929,Encrypted,Doctor,35.8,0.292,11.58,Verified
7647,2024-11-05 05:16:22.649443,Sensor_Data,682,Not_Encrypted,Nurse,48.52,0.628,10.03,Verified
7648,2024-11-05 05:16:32.649443,Medical_Record,563,Not_Encrypted,Doctor,36.76,0.563,11.53,Verified
7649,2024-11-05 05:16:42.649443,Sensor_Data,625,Encrypted,Admin,56.34,0.732,9.26,Verified
7650,2024-11-05 05:16:52.649443,Medical_Record,74,Not_Encrypted,Nurse,43.08,0.409,11.75,Verified
7651,2024-11-05 05:17:02.649443,Sensor_Data,243,Not_Encrypted,Admin,70.95,0.459,11.26,Verified
7652,2024-11-05 05:17:12.649443,Sensor_Data,622,Not_Encrypted,Doctor,50.16,0.616,10.52,Verified
7653,2024-11-05 05:17:22.649443,Sensor_Data,419,Encrypted,Nurse,74.9,0.71,14.1,Verified
7654,2024-11-05 05:17:32.649443,Sensor_Data,691,Not_Encrypted,Admin,41.7,0.382,10.69,Verified
7655,2024-11-05 05:17:42.649443,Sensor_Data,385,Encrypted,Admin,41.29,0.564,10.36,Verified
7656,2024-11-05 05:17:52.649443,Medical_Record,502,Encrypted,Admin,62.55,0.44,8.67,Verified
7657,2024-11-05 05:18:02.649443,Medical_Record,739,Encrypted,Doctor,60.85,0.573,9.64,Verified
7658,2024-11-05 05:18:12.649443,Medical_Record,860,Not_Encrypted,Doctor,68.22,0.46,12.29,Verified
7659,2024-11-05 05:18:22.649443,Medical_Record,100,Not_Encrypted,Doctor,39.45,0.529,9.56,Verified
7660,2024-11-05 05:18:32.649443,Medical_Record,4,Encrypted,Nurse,58.56,0.391,7.59,Verified
7661,2024-11-05 05:18:42.649443,Medical_Record,720,Not_Encrypted,Admin,47.14,0.45,10.73,Verified
7662,2024-11-05 05:18:52.649443,Medical_Record,877,Encrypted,Doctor,58.8,0.581,12.75,Verified
7663,2024-11-05 05:19:02.649443,Sensor_Data,370,Encrypted,Admin,71.81,0.432,10.4,Verified
7664,2024-11-05 05:19:12.649443,Medical_Record,755,Not_Encrypted,Doctor,54.94,0.421,7.44,Verified
7665,2024-11-05 05:19:22.649443,Medical_Record,893,Encrypted,Nurse,45.82,0.38,10.09,Verified
7666,2024-11-05 05:19:32.649443,Sensor_Data,339,Encrypted,Doctor,63.06,0.428,11.0,Verified
7667,2024-11-05 05:19:42.649443,Medical_Record,757,Encrypted,Nurse,45.34,0.432,7.39,Verified
7668,2024-11-05 05:19:52.649443,Medical_Record,260,Encrypted,Admin,68.92,0.502,9.04,Verified
7669,2024-11-05 05:20:02.649443,Medical_Record,619,Encrypted,Doctor,49.97,0.675,9.62,Verified
7670,2024-11-05 05:20:12.649443,Sensor_Data,563,Encrypted,Admin,48.63,0.526,10.12,Verified
7671,2024-11-05 05:20:22.649443,Sensor_Data,83,Not_Encrypted,Doctor,69.69,0.657,10.26,Verified
7672,2024-11-05 05:20:32.649443,Sensor_Data,175,Encrypted,Nurse,41.26,0.579,8.02,Verified
7673,2024-11-05 05:20:42.649443,Medical_Record,183,Not_Encrypted,Doctor,42.54,0.644,10.19,Verified
7674,2024-11-05 05:20:52.649443,Sensor_Data,624,Not_Encrypted,Nurse,38.37,0.439,7.16,Verified
7675,2024-11-05 05:21:02.649443,Sensor_Data,93,Not_Encrypted,Nurse,48.47,0.416,8.57,Verified
7676,2024-11-05 05:21:12.649443,Medical_Record,923,Not_Encrypted,Doctor,56.93,0.352,10.27,Verified
7677,2024-11-05 05:21:22.649443,Sensor_Data,758,Not_Encrypted,Nurse,69.91,0.511,9.66,Verified
7678,2024-11-05 05:21:32.649443,Medical_Record,243,Not_Encrypted,Admin,40.09,0.465,11.78,Verified
7679,2024-11-05 05:21:42.649443,Sensor_Data,935,Not_Encrypted,Admin,67.78,0.472,12.95,Verified
7680,2024-11-05 05:21:52.649443,Sensor_Data,21,Not_Encrypted,Nurse,51.2,0.455,11.5,Corrupted
7681,2024-11-05 05:22:02.649443,Medical_Record,397,Encrypted,Doctor,56.45,0.556,8.11,Verified
7682,2024-11-05 05:22:12.649443,Medical_Record,484,Encrypted,Admin,56.81,0.377,8.95,Verified
7683,2024-11-05 05:22:22.649443,Medical_Record,955,Not_Encrypted,Doctor,42.0,0.526,8.78,Verified
7684,2024-11-05 05:22:32.649443,Medical_Record,58,Not_Encrypted,Nurse,38.96,0.383,11.91,Verified
7685,2024-11-05 05:22:42.649443,Sensor_Data,192,Encrypted,Admin,47.26,0.524,10.37,Verified
7686,2024-11-05 05:22:52.649443,Sensor_Data,523,Not_Encrypted,Doctor,44.3,0.238,11.56,Verified
7687,2024-11-05 05:23:02.649443,Medical_Record,903,Not_Encrypted,Doctor,43.13,0.346,11.73,Verified
7688,2024-11-05 05:23:12.649443,Medical_Record,464,Not_Encrypted,Nurse,41.6,0.522,11.86,Verified
7689,2024-11-05 05:23:22.649443,Sensor_Data,564,Encrypted,Admin,49.94,0.433,13.24,Verified
7690,2024-11-05 05:23:32.649443,Medical_Record,573,Not_Encrypted,Admin,49.26,0.225,9.35,Verified
7691,2024-11-05 05:23:42.649443,Sensor_Data,391,Not_Encrypted,Nurse,48.87,0.676,11.1,Verified
7692,2024-11-05 05:23:52.649443,Sensor_Data,818,Encrypted,Doctor,58.7,0.462,11.88,Verified
7693,2024-11-05 05:24:02.649443,Medical_Record,427,Not_Encrypted,Admin,39.61,0.571,5.57,Verified
7694,2024-11-05 05:24:12.649443,Sensor_Data,773,Not_Encrypted,Admin,56.29,0.372,8.36,Verified
7695,2024-11-05 05:24:22.649443,Medical_Record,354,Encrypted,Nurse,42.33,0.402,10.88,Verified
7696,2024-11-05 05:24:32.649443,Sensor_Data,359,Encrypted,Doctor,60.88,0.549,10.99,Verified
7697,2024-11-05 05:24:42.649443,Sensor_Data,232,Not_Encrypted,Doctor,54.81,0.554,15.15,Verified
7698,2024-11-05 05:24:52.649443,Medical_Record,587,Encrypted,Doctor,52.61,0.362,14.15,Verified
7699,2024-11-05 05:25:02.649443,Medical_Record,350,Not_Encrypted,Doctor,61.87,0.487,9.54,Verified
7700,2024-11-05 05:25:12.649443,Medical_Record,825,Not_Encrypted,Nurse,41.29,0.503,10.77,Verified
7701,2024-11-05 05:25:22.649443,Sensor_Data,978,Not_Encrypted,Nurse,41.66,0.401,11.21,Verified
7702,2024-11-05 05:25:32.649443,Sensor_Data,773,Encrypted,Nurse,51.13,0.455,11.56,Verified
7703,2024-11-05 05:25:42.649443,Medical_Record,979,Not_Encrypted,Admin,27.39,0.553,7.51,Verified
7704,2024-11-05 05:25:52.649443,Medical_Record,104,Encrypted,Admin,51.06,0.557,12.31,Verified
7705,2024-11-05 05:26:02.649443,Sensor_Data,901,Not_Encrypted,Admin,47.78,0.394,9.48,Verified
7706,2024-11-05 05:26:12.649443,Sensor_Data,174,Encrypted,Nurse,36.85,0.406,10.03,Verified
7707,2024-11-05 05:26:22.649443,Medical_Record,854,Not_Encrypted,Doctor,31.46,0.341,11.86,Verified
7708,2024-11-05 05:26:32.649443,Sensor_Data,133,Encrypted,Admin,38.91,0.63,10.43,Verified
7709,2024-11-05 05:26:42.649443,Medical_Record,751,Encrypted,Nurse,58.33,0.38,9.82,Verified
7710,2024-11-05 05:26:52.649443,Sensor_Data,293,Encrypted,Admin,53.38,0.559,9.15,Verified
7711,2024-11-05 05:27:02.649443,Sensor_Data,638,Not_Encrypted,Doctor,55.05,0.502,13.49,Verified
7712,2024-11-05 05:27:12.649443,Medical_Record,29,Encrypted,Doctor,35.28,0.461,9.15,Verified
7713,2024-11-05 05:27:22.649443,Medical_Record,418,Not_Encrypted,Doctor,43.34,0.585,8.27,Verified
7714,2024-11-05 05:27:32.649443,Sensor_Data,57,Not_Encrypted,Doctor,49.75,0.501,10.26,Verified
7715,2024-11-05 05:27:42.649443,Sensor_Data,394,Encrypted,Admin,55.65,0.363,13.6,Verified
7716,2024-11-05 05:27:52.649443,Sensor_Data,504,Encrypted,Nurse,66.1,0.616,10.66,Verified
7717,2024-11-05 05:28:02.649443,Medical_Record,166,Encrypted,Doctor,51.97,0.416,10.91,Verified
7718,2024-11-05 05:28:12.649443,Sensor_Data,888,Not_Encrypted,Admin,60.5,0.525,11.74,Verified
7719,2024-11-05 05:28:22.649443,Sensor_Data,749,Encrypted,Admin,45.75,0.544,12.92,Verified
7720,2024-11-05 05:28:32.649443,Sensor_Data,921,Not_Encrypted,Admin,41.69,0.31,11.53,Verified
7721,2024-11-05 05:28:42.649443,Sensor_Data,880,Encrypted,Doctor,58.62,0.684,11.85,Verified
7722,2024-11-05 05:28:52.649443,Sensor_Data,257,Not_Encrypted,Nurse,47.83,0.522,11.07,Verified
7723,2024-11-05 05:29:02.649443,Medical_Record,553,Encrypted,Doctor,46.76,0.478,13.03,Verified
7724,2024-11-05 05:29:12.649443,Sensor_Data,278,Encrypted,Admin,45.38,0.503,9.1,Verified
7725,2024-11-05 05:29:22.649443,Sensor_Data,257,Encrypted,Doctor,57.79,0.623,9.69,Verified
7726,2024-11-05 05:29:32.649443,Medical_Record,545,Not_Encrypted,Admin,40.76,0.517,14.92,Verified
7727,2024-11-05 05:29:42.649443,Sensor_Data,989,Not_Encrypted,Admin,37.46,0.532,9.33,Verified
7728,2024-11-05 05:29:52.649443,Sensor_Data,596,Encrypted,Nurse,28.67,0.421,8.64,Verified
7729,2024-11-05 05:30:02.649443,Sensor_Data,221,Encrypted,Doctor,36.08,0.539,9.21,Verified
7730,2024-11-05 05:30:12.649443,Medical_Record,328,Encrypted,Doctor,50.68,0.467,11.35,Verified
7731,2024-11-05 05:30:22.649443,Sensor_Data,440,Not_Encrypted,Admin,53.74,0.527,13.28,Verified
7732,2024-11-05 05:30:32.649443,Medical_Record,357,Not_Encrypted,Nurse,43.75,0.49,6.83,Verified
7733,2024-11-05 05:30:42.649443,Medical_Record,316,Encrypted,Nurse,42.26,0.31,7.06,Verified
7734,2024-11-05 05:30:52.649443,Sensor_Data,708,Encrypted,Nurse,42.07,0.497,8.4,Verified
7735,2024-11-05 05:31:02.649443,Medical_Record,928,Not_Encrypted,Admin,62.97,0.537,12.88,Verified
7736,2024-11-05 05:31:12.649443,Medical_Record,531,Not_Encrypted,Admin,50.05,0.775,8.81,Verified
7737,2024-11-05 05:31:22.649443,Sensor_Data,696,Encrypted,Nurse,62.44,0.293,10.55,Verified
7738,2024-11-05 05:31:32.649443,Medical_Record,863,Not_Encrypted,Nurse,44.79,0.413,9.13,Verified
7739,2024-11-05 05:31:42.649443,Sensor_Data,397,Not_Encrypted,Nurse,39.37,0.355,9.08,Verified
7740,2024-11-05 05:31:52.649443,Sensor_Data,964,Not_Encrypted,Doctor,51.27,0.388,9.93,Verified
7741,2024-11-05 05:32:02.649443,Medical_Record,585,Encrypted,Nurse,42.49,0.506,7.09,Verified
7742,2024-11-05 05:32:12.649443,Medical_Record,388,Encrypted,Admin,37.36,0.499,7.34,Verified
7743,2024-11-05 05:32:22.649443,Medical_Record,452,Not_Encrypted,Nurse,49.23,0.561,8.67,Verified
7744,2024-11-05 05:32:32.649443,Sensor_Data,989,Not_Encrypted,Doctor,47.1,0.469,10.63,Verified
7745,2024-11-05 05:32:42.649443,Sensor_Data,170,Not_Encrypted,Admin,54.31,0.371,6.26,Verified
7746,2024-11-05 05:32:52.649443,Sensor_Data,262,Not_Encrypted,Doctor,39.04,0.423,9.12,Verified
7747,2024-11-05 05:33:02.649443,Medical_Record,22,Not_Encrypted,Doctor,56.25,0.551,11.11,Corrupted
7748,2024-11-05 05:33:12.649443,Medical_Record,883,Encrypted,Doctor,47.29,0.476,11.88,Verified
7749,2024-11-05 05:33:22.649443,Medical_Record,485,Not_Encrypted,Admin,65.63,0.43,9.02,Verified
7750,2024-11-05 05:33:32.649443,Medical_Record,780,Encrypted,Nurse,34.5,0.619,8.77,Verified
7751,2024-11-05 05:33:42.649443,Sensor_Data,248,Not_Encrypted,Admin,54.5,0.483,12.14,Verified
7752,2024-11-05 05:33:52.649443,Sensor_Data,949,Not_Encrypted,Doctor,47.52,0.594,8.16,Verified
7753,2024-11-05 05:34:02.649443,Sensor_Data,809,Encrypted,Doctor,45.75,0.413,8.66,Verified
7754,2024-11-05 05:34:12.649443,Sensor_Data,216,Not_Encrypted,Admin,62.48,0.469,11.44,Verified
7755,2024-11-05 05:34:22.649443,Sensor_Data,842,Encrypted,Nurse,65.11,0.461,11.08,Verified
7756,2024-11-05 05:34:32.649443,Sensor_Data,606,Not_Encrypted,Admin,54.25,0.493,12.95,Verified
7757,2024-11-05 05:34:42.649443,Sensor_Data,428,Encrypted,Admin,43.26,0.366,8.8,Verified
7758,2024-11-05 05:34:52.649443,Sensor_Data,531,Encrypted,Admin,41.65,0.38,11.03,Verified
7759,2024-11-05 05:35:02.649443,Medical_Record,608,Not_Encrypted,Nurse,49.52,0.432,10.77,Verified
7760,2024-11-05 05:35:12.649443,Medical_Record,771,Not_Encrypted,Admin,54.48,0.476,10.47,Verified
7761,2024-11-05 05:35:22.649443,Medical_Record,498,Encrypted,Nurse,52.9,0.509,10.28,Verified
7762,2024-11-05 05:35:32.649443,Sensor_Data,605,Not_Encrypted,Nurse,52.99,0.525,11.81,Verified
7763,2024-11-05 05:35:42.649443,Sensor_Data,64,Not_Encrypted,Nurse,47.94,0.683,8.39,Verified
7764,2024-11-05 05:35:52.649443,Medical_Record,271,Encrypted,Doctor,44.81,0.5,10.28,Verified
7765,2024-11-05 05:36:02.649443,Medical_Record,609,Encrypted,Nurse,56.3,0.513,11.42,Verified
7766,2024-11-05 05:36:12.649443,Medical_Record,581,Encrypted,Admin,45.09,0.453,11.51,Verified
7767,2024-11-05 05:36:22.649443,Medical_Record,593,Not_Encrypted,Doctor,50.01,0.472,11.34,Verified
7768,2024-11-05 05:36:32.649443,Medical_Record,382,Not_Encrypted,Admin,47.1,0.484,11.35,Verified
7769,2024-11-05 05:36:42.649443,Medical_Record,436,Encrypted,Doctor,30.52,0.48,9.88,Verified
7770,2024-11-05 05:36:52.649443,Medical_Record,451,Encrypted,Nurse,52.05,0.324,11.73,Verified
7771,2024-11-05 05:37:02.649443,Sensor_Data,942,Encrypted,Doctor,52.21,0.43,13.45,Verified
7772,2024-11-05 05:37:12.649443,Medical_Record,553,Encrypted,Nurse,52.65,0.548,7.13,Verified
7773,2024-11-05 05:37:22.649443,Medical_Record,757,Encrypted,Admin,42.07,0.313,10.69,Verified
7774,2024-11-05 05:37:32.649443,Sensor_Data,682,Not_Encrypted,Admin,46.58,0.522,10.33,Verified
7775,2024-11-05 05:37:42.649443,Medical_Record,157,Not_Encrypted,Admin,55.19,0.572,8.96,Verified
7776,2024-11-05 05:37:52.649443,Sensor_Data,213,Not_Encrypted,Nurse,46.76,0.467,11.01,Verified
7777,2024-11-05 05:38:02.649443,Medical_Record,372,Encrypted,Nurse,44.54,0.561,11.41,Verified
7778,2024-11-05 05:38:12.649443,Medical_Record,654,Encrypted,Doctor,56.06,0.48,10.5,Verified
7779,2024-11-05 05:38:22.649443,Medical_Record,621,Encrypted,Doctor,64.35,0.484,12.55,Verified
7780,2024-11-05 05:38:32.649443,Medical_Record,824,Encrypted,Admin,43.18,0.473,12.64,Verified
7781,2024-11-05 05:38:42.649443,Sensor_Data,735,Not_Encrypted,Nurse,54.63,0.448,8.67,Verified
7782,2024-11-05 05:38:52.649443,Medical_Record,777,Not_Encrypted,Admin,51.08,0.429,9.28,Verified
7783,2024-11-05 05:39:02.649443,Sensor_Data,495,Encrypted,Nurse,48.99,0.407,11.16,Verified
7784,2024-11-05 05:39:12.649443,Sensor_Data,693,Encrypted,Nurse,49.83,0.469,9.68,Verified
7785,2024-11-05 05:39:22.649443,Sensor_Data,960,Not_Encrypted,Doctor,65.16,0.479,10.65,Verified
7786,2024-11-05 05:39:32.649443,Sensor_Data,571,Encrypted,Nurse,40.95,0.546,13.65,Verified
7787,2024-11-05 05:39:42.649443,Medical_Record,87,Not_Encrypted,Nurse,48.34,0.487,9.48,Verified
7788,2024-11-05 05:39:52.649443,Medical_Record,431,Encrypted,Admin,28.7,0.524,11.12,Verified
7789,2024-11-05 05:40:02.649443,Medical_Record,373,Encrypted,Nurse,54.91,0.531,8.31,Verified
7790,2024-11-05 05:40:12.649443,Medical_Record,249,Encrypted,Nurse,52.62,0.618,11.18,Verified
7791,2024-11-05 05:40:22.649443,Medical_Record,184,Not_Encrypted,Admin,50.64,0.459,10.34,Verified
7792,2024-11-05 05:40:32.649443,Sensor_Data,770,Not_Encrypted,Admin,30.65,0.609,8.5,Verified
7793,2024-11-05 05:40:42.649443,Medical_Record,281,Encrypted,Doctor,50.82,0.428,10.15,Verified
7794,2024-11-05 05:40:52.649443,Medical_Record,867,Encrypted,Nurse,46.56,0.506,11.88,Verified
7795,2024-11-05 05:41:02.649443,Sensor_Data,155,Not_Encrypted,Doctor,28.88,0.518,10.54,Verified
7796,2024-11-05 05:41:12.649443,Sensor_Data,993,Encrypted,Doctor,48.3,0.546,11.89,Verified
7797,2024-11-05 05:41:22.649443,Medical_Record,459,Not_Encrypted,Doctor,52.44,0.557,8.66,Verified
7798,2024-11-05 05:41:32.649443,Medical_Record,35,Not_Encrypted,Admin,43.36,0.534,7.65,Verified
7799,2024-11-05 05:41:42.649443,Sensor_Data,936,Encrypted,Admin,63.32,0.455,11.5,Verified
7800,2024-11-05 05:41:52.649443,Medical_Record,638,Encrypted,Nurse,57.57,0.578,11.82,Verified
7801,2024-11-05 05:42:02.649443,Medical_Record,684,Encrypted,Doctor,46.12,0.217,7.24,Verified
7802,2024-11-05 05:42:12.649443,Medical_Record,263,Encrypted,Nurse,48.58,0.495,11.35,Corrupted
7803,2024-11-05 05:42:22.649443,Medical_Record,353,Encrypted,Admin,49.22,0.358,9.11,Verified
7804,2024-11-05 05:42:32.649443,Sensor_Data,196,Encrypted,Admin,33.44,0.458,9.97,Verified
7805,2024-11-05 05:42:42.649443,Medical_Record,90,Not_Encrypted,Nurse,29.66,0.456,10.09,Verified
7806,2024-11-05 05:42:52.649443,Sensor_Data,829,Not_Encrypted,Admin,54.51,0.545,7.97,Verified
7807,2024-11-05 05:43:02.649443,Sensor_Data,261,Not_Encrypted,Admin,51.24,0.303,9.2,Verified
7808,2024-11-05 05:43:12.649443,Medical_Record,579,Not_Encrypted,Nurse,51.9,0.443,11.59,Verified
7809,2024-11-05 05:43:22.649443,Sensor_Data,418,Not_Encrypted,Admin,60.15,0.463,9.94,Verified
7810,2024-11-05 05:43:32.649443,Sensor_Data,935,Encrypted,Nurse,46.68,0.624,10.62,Verified
7811,2024-11-05 05:43:42.649443,Sensor_Data,936,Encrypted,Doctor,69.61,0.475,9.86,Verified
7812,2024-11-05 05:43:52.649443,Sensor_Data,353,Encrypted,Nurse,33.33,0.453,12.68,Verified
7813,2024-11-05 05:44:02.649443,Medical_Record,197,Encrypted,Admin,67.03,0.496,9.65,Verified
7814,2024-11-05 05:44:12.649443,Sensor_Data,607,Not_Encrypted,Admin,51.87,0.426,9.59,Verified
7815,2024-11-05 05:44:22.649443,Sensor_Data,833,Not_Encrypted,Admin,41.36,0.624,14.25,Verified
7816,2024-11-05 05:44:32.649443,Medical_Record,169,Not_Encrypted,Nurse,36.07,0.463,9.25,Verified
7817,2024-11-05 05:44:42.649443,Medical_Record,564,Encrypted,Nurse,56.61,0.401,10.69,Verified
7818,2024-11-05 05:44:52.649443,Medical_Record,388,Not_Encrypted,Nurse,42.39,0.555,11.04,Verified
7819,2024-11-05 05:45:02.649443,Sensor_Data,489,Encrypted,Nurse,30.87,0.256,7.02,Verified
7820,2024-11-05 05:45:12.649443,Sensor_Data,982,Not_Encrypted,Doctor,67.24,0.295,10.42,Verified
7821,2024-11-05 05:45:22.649443,Sensor_Data,200,Encrypted,Nurse,44.81,0.478,10.69,Verified
7822,2024-11-05 05:45:32.649443,Medical_Record,895,Encrypted,Doctor,43.76,0.724,7.12,Verified
7823,2024-11-05 05:45:42.649443,Sensor_Data,622,Encrypted,Admin,61.58,0.439,11.67,Verified
7824,2024-11-05 05:45:52.649443,Sensor_Data,45,Encrypted,Doctor,56.47,0.615,10.62,Verified
7825,2024-11-05 05:46:02.649443,Medical_Record,572,Encrypted,Nurse,39.77,0.452,8.41,Verified
7826,2024-11-05 05:46:12.649443,Sensor_Data,665,Not_Encrypted,Nurse,36.45,0.542,7.76,Verified
7827,2024-11-05 05:46:22.649443,Sensor_Data,403,Encrypted,Doctor,36.02,0.541,10.73,Verified
7828,2024-11-05 05:46:32.649443,Sensor_Data,513,Encrypted,Doctor,55.22,0.454,10.29,Verified
7829,2024-11-05 05:46:42.649443,Medical_Record,436,Encrypted,Admin,46.35,0.366,8.58,Verified
7830,2024-11-05 05:46:52.649443,Medical_Record,496,Not_Encrypted,Nurse,30.03,0.42,9.24,Verified
7831,2024-11-05 05:47:02.649443,Sensor_Data,512,Not_Encrypted,Admin,62.48,0.511,14.63,Corrupted
7832,2024-11-05 05:47:12.649443,Sensor_Data,231,Not_Encrypted,Doctor,49.46,0.555,10.51,Verified
7833,2024-11-05 05:47:22.649443,Sensor_Data,898,Encrypted,Admin,36.66,0.423,8.73,Verified
7834,2024-11-05 05:47:32.649443,Sensor_Data,945,Not_Encrypted,Admin,52.86,0.673,12.2,Verified
7835,2024-11-05 05:47:42.649443,Sensor_Data,339,Encrypted,Doctor,54.86,0.439,9.56,Verified
7836,2024-11-05 05:47:52.649443,Medical_Record,610,Encrypted,Admin,34.02,0.472,11.13,Verified
7837,2024-11-05 05:48:02.649443,Medical_Record,326,Not_Encrypted,Doctor,29.36,0.386,8.3,Verified
7838,2024-11-05 05:48:12.649443,Medical_Record,90,Encrypted,Doctor,72.36,0.456,5.63,Verified
7839,2024-11-05 05:48:22.649443,Sensor_Data,428,Not_Encrypted,Admin,32.13,0.494,11.61,Verified
7840,2024-11-05 05:48:32.649443,Medical_Record,709,Not_Encrypted,Doctor,65.5,0.574,11.69,Verified
7841,2024-11-05 05:48:42.649443,Sensor_Data,329,Encrypted,Admin,61.63,0.426,10.17,Verified
7842,2024-11-05 05:48:52.649443,Sensor_Data,215,Encrypted,Nurse,61.92,0.384,8.71,Verified
7843,2024-11-05 05:49:02.649443,Medical_Record,910,Not_Encrypted,Doctor,53.22,0.447,12.8,Verified
7844,2024-11-05 05:49:12.649443,Sensor_Data,756,Encrypted,Nurse,52.47,0.534,8.09,Verified
7845,2024-11-05 05:49:22.649443,Medical_Record,374,Not_Encrypted,Admin,53.34,0.338,11.68,Verified
7846,2024-11-05 05:49:32.649443,Medical_Record,933,Encrypted,Doctor,55.38,0.59,10.5,Verified
7847,2024-11-05 05:49:42.649443,Sensor_Data,799,Not_Encrypted,Doctor,48.46,0.453,7.5,Verified
7848,2024-11-05 05:49:52.649443,Medical_Record,722,Not_Encrypted,Admin,36.96,0.449,12.15,Verified
7849,2024-11-05 05:50:02.649443,Sensor_Data,529,Encrypted,Nurse,50.24,0.575,10.06,Verified
7850,2024-11-05 05:50:12.649443,Sensor_Data,435,Encrypted,Nurse,54.29,0.441,11.29,Verified
7851,2024-11-05 05:50:22.649443,Medical_Record,691,Encrypted,Admin,65.93,0.434,14.14,Verified
7852,2024-11-05 05:50:32.649443,Medical_Record,934,Not_Encrypted,Doctor,63.19,0.496,10.97,Verified
7853,2024-11-05 05:50:42.649443,Sensor_Data,228,Not_Encrypted,Nurse,56.88,0.609,9.89,Verified
7854,2024-11-05 05:50:52.649443,Sensor_Data,675,Not_Encrypted,Doctor,55.52,0.592,9.78,Verified
7855,2024-11-05 05:51:02.649443,Medical_Record,23,Encrypted,Doctor,31.86,0.551,16.07,Verified
